,team_game_order,orig_game_date,played_at_opp,opp_team,team_game_result,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,team,team_w_or_l,team_runs,opp_runs,team_won,team_at_home,opp_at_home,home_team,away_team,game_date,game_date_compact,dh_game_num,teams_in_game,teams_and_game_loc,game_uid,game_desc
3895,10,Apr 12,False,CIN,"L,0-3",31,28,0,2,0,0,0,0,2,0,9,1,0,0,1,2,0,0,0.192,0.284,0.36,0.644,4,17,L,W.Miley(65),SFG,L,0,3,0.0,1.0,0.0,SFG,CIN,2021-04-12,20210412,,"CIN, SFG",CIN@SFG,20210412|CIN@SFG|1,CIN at SFG on 2021-04-12
3896,11,Apr 13,False,CIN,"W,7-6",38,33,7,11,1,1,3,7,4,0,12,0,0,1,0,1,0,0,0.206,0.295,0.391,0.686,7,18,R,L.Castillo(44),SFG,W,7,6,1.0,1.0,0.0,SFG,CIN,2021-04-13,20210413,,"CIN, SFG",CIN@SFG,20210413|CIN@SFG|1,CIN at SFG on 2021-04-13
3897,12,Apr 14,False,CIN,"W,3-0",31,27,3,5,1,0,0,2,3,1,10,0,1,0,1,1,0,1,0.204,0.293,0.379,0.672,4,16,R,T.Mahle(59),SFG,W,3,0,1.0,1.0,0.0,SFG,CIN,2021-04-14,20210414,,"CIN, SFG",CIN@SFG,20210414|CIN@SFG|1,CIN at SFG on 2021-04-14
3898,13,Apr 16,True,MIA,"L,1-4",34,31,1,5,1,1,0,1,3,0,4,0,0,0,0,1,0,0,0.201,0.289,0.37,0.659,6,14,L,D.Castano(55),SFG,L,1,4,0.0,0.0,1.0,MIA,SFG,2021-04-16,20210416,,"MIA, SFG",SFG@MIA,20210416|SFG@MIA|1,SFG at MIA on 2021-04-16
3899,14,Apr 17,True,MIA,"L,6-7",40,39,6,10,3,0,2,6,0,0,11,1,0,0,1,1,0,0,0.206,0.287,0.38,0.668,4,23,R,S.Alcantara(52),SFG,L,6,7,0.0,0.0,1.0,MIA,SFG,2021-04-17,20210417,,"MIA, SFG",SFG@MIA,20210417|SFG@MIA|1,SFG at MIA on 2021-04-17
3900,15,Apr 18,True,MIA,"W,1-0",39,35,1,6,2,0,0,1,4,1,11,0,0,0,2,0,1,0,0.203,0.285,0.369,0.654,11,17,R,P.Lopez(65),SFG,W,1,0,1.0,0.0,1.0,MIA,SFG,2021-04-18,20210418,,"MIA, SFG",SFG@MIA,20210418|SFG@MIA|1,SFG at MIA on 2021-04-18
3901,16,Apr 19,True,PHI,"W,2-0",36,34,2,7,3,0,1,2,1,0,12,1,0,0,0,0,1,0,0.203,0.283,0.37,0.653,7,15,R,C.Anderson(49),SFG,W,2,0,1.0,0.0,1.0,PHI,SFG,2021-04-19,20210419,,"PHI, SFG",SFG@PHI,20210419|SFG@PHI|1,SFG at PHI on 2021-04-19
3902,17,Apr 20,True,PHI,"W,10-7",40,35,10,11,1,0,5,10,4,0,7,0,1,0,0,2,0,0,0.211,0.289,0.396,0.685,3,18,R,Z.Wheeler(46),SFG,W,10,7,1.0,0.0,1.0,PHI,SFG,2021-04-20,20210420,,"PHI, SFG",SFG@PHI,20210420|SFG@PHI|1,SFG at PHI on 2021-04-20
3903,18,Apr 21,True,PHI,"L,5-6",38,37,5,11,3,0,1,5,1,1,9,0,0,0,1,1,0,0,0.216,0.291,0.4,0.691,6,18,R,Z.Eflin(57),SFG,L,5,6,0.0,0.0,1.0,PHI,SFG,2021-04-21,20210421,,"PHI, SFG",SFG@PHI,20210421|SFG@PHI|1,SFG at PHI on 2021-04-21
3904,19,Apr 22,False,MIA,"W,3-0",30,28,3,5,3,0,0,3,2,0,5,0,0,0,0,1,0,0,0.214,0.288,0.394,0.683,3,15,L,D.Castano(45),SFG,W,3,0,1.0,1.0,0.0,SFG,MIA,2021-04-22,20210422,,"MIA, SFG",MIA@SFG,20210422|MIA@SFG|1,MIA at SFG on 2021-04-22
3905,20,Apr 23,False,MIA,"W,5-3",37,29,5,8,1,0,1,5,7,1,7,0,0,1,0,2,1,0,0.217,0.294,0.395,0.69,8,14,R,S.Alcantara(51),SFG,W,5,3,1.0,1.0,0.0,SFG,MIA,2021-04-23,20210423,,"MIA, SFG",MIA@SFG,20210423|MIA@SFG|1,MIA at SFG on 2021-04-23
3906,21,Apr 24,False,MIA,"L,2-5",32,31,2,5,2,0,1,2,1,0,8,0,0,0,1,1,0,0,0.214,0.29,0.392,0.682,3,12,R,P.Lopez(70),SFG,L,2,5,0.0,1.0,0.0,SFG,MIA,2021-04-24,20210424,,"MIA, SFG",MIA@SFG,20210424|MIA@SFG|1,MIA at SFG on 2021-04-24
3907,22,Apr 25,False,MIA,"W,4-3",35,30,4,7,2,1,0,4,3,0,10,1,0,1,0,0,3,0,0.215,0.291,0.391,0.682,7,13,L,R.Detwiler(53),SFG,W,4,3,1.0,1.0,0.0,SFG,MIA,2021-04-25,20210425,,"MIA, SFG",MIA@SFG,20210425|MIA@SFG|1,MIA at SFG on 2021-04-25
3908,23,Apr 26,False,COL,"W,12-0",42,35,12,12,3,0,1,12,6,2,11,0,0,1,0,0,0,0,0.221,0.298,0.397,0.695,6,10,L,A.Gomber(4),SFG,W,12,0,1.0,1.0,0.0,SFG,COL,2021-04-26,20210426,,"COL, SFG",COL@SFG,20210426|COL@SFG|1,COL at SFG on 2021-04-26
3909,24,Apr 27,False,COL,"L,5-7",41,40,5,11,2,0,2,5,1,0,8,0,0,0,1,1,1,0,0.224,0.298,0.401,0.698,6,18,R,C.Gonzalez(45),SFG,L,5,7,0.0,1.0,0.0,SFG,COL,2021-04-27,20210427,,"COL, SFG",COL@SFG,20210427|COL@SFG|1,COL at SFG on 2021-04-27
3910,25,Apr 28,False,COL,"W,7-3",40,29,7,9,0,0,0,7,9,0,10,0,1,0,0,1,0,1,0.227,0.305,0.398,0.703,9,15,R,G.Marquez(40),SFG,W,7,3,1.0,1.0,0.0,SFG,COL,2021-04-28,20210428,,"COL, SFG",COL@SFG,20210428|COL@SFG|1,COL at SFG on 2021-04-28
3911,26,Apr 30,True,SDP,"L,2-3",37,31,2,5,2,0,1,1,5,0,16,1,0,0,0,1,0,0,0.225,0.305,0.395,0.7,8,16,R,Y.Darvish(70),SFG,L,2,3,0.0,0.0,1.0,SDP,SFG,2021-04-30,20210430,,"SDP, SFG",SFG@SDP,20210430|SFG@SDP|1,SFG at SDP on 2021-04-30
3912,27,May 1,True,SDP,"L,2-6",35,31,2,5,0,0,1,2,4,0,12,0,0,0,1,2,0,0,0.222,0.303,0.39,0.693,6,15,L,B.Snell(54),SFG,L,2,6,0.0,0.0,1.0,SDP,SFG,2021-05-01,20210501,,"SDP, SFG",SFG@SDP,20210501|SFG@SDP|1,SFG at SDP on 2021-05-01
3913,28,May 2,True,SDP,"W,7-1",39,31,7,5,0,1,1,7,7,0,10,0,1,0,0,1,0,0,0.22,0.304,0.388,0.691,5,15,R,J.Musgrove(41),SFG,W,7,1,1.0,0.0,1.0,SDP,SFG,2021-05-02,20210502,,"SDP, SFG",SFG@SDP,20210502|SFG@SDP|1,SFG at SDP on 2021-05-02
3914,29,May 4 (1),True,COL,"W,12-4",36,32,12,12,2,0,3,12,4,0,5,0,0,0,0,1,0,0,0.226,0.308,0.399,0.707,3,14,R,G.Marquez(7),SFG,W,12,4,1.0,0.0,1.0,COL,SFG,2021-05-04,20210504,1,"COL, SFG",SFG@COL,20210504|SFG@COL|1,"SFG at COL on 2021-05-04, Game 1"
3915,30,May 4 (2),True,COL,"L,6-8",36,27,6,9,2,0,2,6,7,0,7,1,1,0,1,1,0,1,0.229,0.314,0.405,0.719,9,15,R,R.Castellani(40),SFG,L,6,8,0.0,0.0,1.0,COL,SFG,2021-05-04,20210504,2,"COL, SFG",SFG@COL,20210504|SFG@COL|2,"SFG at COL on 2021-05-04, Game 2"
3916,31,May 5,True,COL,"L,5-6",36,32,5,6,0,1,2,4,4,0,12,0,0,0,0,0,2,0,0.227,0.313,0.406,0.719,4,17,R,J.Gray(62),SFG,L,5,6,0.0,0.0,1.0,COL,SFG,2021-05-05,20210505,,"COL, SFG",SFG@COL,20210505|SFG@COL|1,SFG at COL on 2021-05-05
3917,32,May 7,False,SDP,"W,5-4",36,28,5,4,0,0,2,5,7,0,10,1,0,0,1,1,1,0,0.225,0.314,0.405,0.719,7,18,L,B.Snell(45),SFG,W,5,4,1.0,1.0,0.0,SFG,SDP,2021-05-07,20210507,,"SDP, SFG",SDP@SFG,20210507|SDP@SFG|1,SDP at SFG on 2021-05-07
3918,33,May 8,False,SDP,"W,7-1",39,34,7,11,2,0,3,7,4,1,8,1,0,0,1,2,0,0,0.228,0.317,0.413,0.73,8,16,R,J.Musgrove(42),SFG,W,7,1,1.0,1.0,0.0,SFG,SDP,2021-05-08,20210508,,"SDP, SFG",SDP@SFG,20210508|SDP@SFG|1,SDP at SFG on 2021-05-08
3919,34,May 9,False,SDP,"L,1-11",37,33,1,8,3,0,0,1,3,0,10,0,0,1,0,1,0,0,0.229,0.316,0.41,0.727,9,17,R,C.Paddack(54),SFG,L,1,11,0.0,1.0,0.0,SFG,SDP,2021-05-09,20210509,,"SDP, SFG",SDP@SFG,20210509|SDP@SFG|1,SDP at SFG on 2021-05-09
3920,35,May 10,False,TEX,"W,3-1",35,31,3,6,1,0,1,2,4,0,10,0,0,0,2,1,1,0,0.228,0.315,0.408,0.723,8,14,R,K.Gibson(64),SFG,W,3,1,1.0,1.0,0.0,SFG,TEX,2021-05-10,20210510,,"SFG, TEX",TEX@SFG,20210510|TEX@SFG|1,TEX at SFG on 2021-05-10
3921,36,May 11,False,TEX,"W,4-2",35,28,4,4,1,0,0,2,6,0,11,1,0,0,1,1,0,1,0.226,0.315,0.402,0.718,7,16,R,J.Lyles(56),SFG,W,4,2,1.0,1.0,0.0,SFG,TEX,2021-05-11,20210511,,"SFG, TEX",TEX@SFG,20210511|TEX@SFG|1,TEX at SFG on 2021-05-11
3922,37,May 13,True,PIT,"W,3-1",38,34,3,8,0,1,1,2,4,0,11,0,0,0,0,1,0,0,0.226,0.315,0.402,0.717,8,15,R,W.Crowe(47),SFG,W,3,1,1.0,0.0,1.0,PIT,SFG,2021-05-13,20210513,,"PIT, SFG",SFG@PIT,20210513|SFG@PIT|1,SFG at PIT on 2021-05-13
3923,38,May 14,True,PIT,"L,2-3",38,36,2,4,0,0,1,2,2,0,12,0,0,0,0,1,0,0,0.222,0.311,0.396,0.707,3,15,R,M.Yajure(68),SFG,L,2,3,0.0,0.0,1.0,PIT,SFG,2021-05-14,20210514,,"PIT, SFG",SFG@PIT,20210514|SFG@PIT|1,SFG at PIT on 2021-05-14
3924,39,May 15,True,PIT,"L,6-8",42,33,6,9,1,0,3,6,7,0,13,0,2,0,0,1,0,0,0.224,0.313,0.4,0.714,9,16,L,T.Anderson(44),SFG,L,6,8,0.0,0.0,1.0,PIT,SFG,2021-05-15,20210515,,"PIT, SFG",SFG@PIT,20210515|SFG@PIT|1,SFG at PIT on 2021-05-15
3925,40,May 16,True,PIT,"W,4-1",41,36,4,9,1,0,1,3,5,0,11,0,0,0,0,0,1,0,0.225,0.314,0.399,0.714,10,14,R,M.Keller(52),SFG,W,4,1,1.0,0.0,1.0,PIT,SFG,2021-05-16,20210516,,"PIT, SFG",SFG@PIT,20210516|SFG@PIT|1,SFG at PIT on 2021-05-16
3926,41,May 17,True,CIN,"W,6-3",38,33,6,8,0,0,3,5,5,0,7,0,0,0,1,1,0,1,0.225,0.315,0.402,0.717,5,15,R,S.Gray(44),SFG,W,6,3,1.0,0.0,1.0,CIN,SFG,2021-05-17,20210517,,"CIN, SFG",SFG@CIN,20210517|SFG@CIN|1,SFG at CIN on 2021-05-17
3927,42,May 18,True,CIN,"W,4-2",39,34,4,8,2,0,2,4,4,1,17,0,1,0,0,0,0,0,0.225,0.315,0.404,0.719,8,13,R,L.Castillo(51),SFG,W,4,2,1.0,0.0,1.0,CIN,SFG,2021-05-18,20210518,,"CIN, SFG",SFG@CIN,20210518|SFG@CIN|1,SFG at CIN on 2021-05-18
3928,43,May 19,True,CIN,"W,4-0",39,36,4,9,2,0,0,4,2,0,10,1,0,0,1,0,1,0,0.226,0.315,0.401,0.716,8,14,L,W.Miley(50),SFG,W,4,0,1.0,0.0,1.0,CIN,SFG,2021-05-19,20210519,,"CIN, SFG",SFG@CIN,20210519|SFG@CIN|1,SFG at CIN on 2021-05-19
3929,44,May 20,True,CIN,"W,19-4",51,43,19,16,2,0,4,17,6,0,10,2,0,0,1,0,0,0,0.23,0.32,0.41,0.73,5,14,R,T.Mahle(14),SFG,W,19,4,1.0,0.0,1.0,CIN,SFG,2021-05-20,20210520,,"CIN, SFG",SFG@CIN,20210520|SFG@CIN|1,SFG at CIN on 2021-05-20
3930,45,May 21,False,LAD,"L,1-2",34,30,1,2,1,0,0,0,4,0,13,0,0,0,1,0,1,0,0.227,0.317,0.404,0.721,6,13,R,T.Bauer(74),SFG,L,1,2,0.0,1.0,0.0,SFG,LAD,2021-05-21,20210521,,"LAD, SFG",LAD@SFG,20210521|LAD@SFG|1,LAD at SFG on 2021-05-21
3931,46,May 22,False,LAD,"L,3-6",34,31,3,7,1,0,1,3,2,0,7,0,1,0,0,2,0,0,0.227,0.316,0.403,0.719,4,15,R,W.Buehler(65),SFG,L,3,6,0.0,1.0,0.0,SFG,LAD,2021-05-22,20210522,,"LAD, SFG",LAD@SFG,20210522|LAD@SFG|1,LAD at SFG on 2021-05-22
3932,47,May 23,False,LAD,"L,5-11",39,33,5,7,2,0,1,5,4,0,12,1,0,1,0,0,0,0,0.227,0.316,0.402,0.718,7,16,L,J.Urias(68),SFG,L,5,11,0.0,1.0,0.0,SFG,LAD,2021-05-23,20210523,,"LAD, SFG",LAD@SFG,20210523|LAD@SFG|1,LAD at SFG on 2021-05-23
3933,48,May 25,True,ARI,"W,8-0",43,39,8,13,4,1,1,8,3,0,7,0,1,0,0,0,0,0,0.229,0.317,0.406,0.723,8,16,R,C.Martin(27),SFG,W,8,0,1.0,0.0,1.0,ARI,SFG,2021-05-25,20210525,,"ARI, SFG",SFG@ARI,20210525|SFG@ARI|1,SFG at ARI on 2021-05-25
3934,49,May 26,True,ARI,"W,5-4",36,35,5,9,2,0,2,5,1,0,9,0,0,0,0,0,0,1,0.23,0.316,0.408,0.724,4,18,R,M.Kelly(60),SFG,W,5,4,1.0,0.0,1.0,ARI,SFG,2021-05-26,20210526,,"ARI, SFG",SFG@ARI,20210526|SFG@ARI|1,SFG at ARI on 2021-05-26
3935,50,May 27,True,LAD,"L,3-4",32,30,3,3,0,0,2,3,2,0,13,0,0,0,0,0,0,0,0.227,0.314,0.406,0.72,2,15,L,D.Price(63),SFG,L,3,4,0.0,0.0,1.0,LAD,SFG,2021-05-27,20210527,,"LAD, SFG",SFG@LAD,20210527|SFG@LAD|1,SFG at LAD on 2021-05-27
3936,51,May 28,True,LAD,"W,8-5",42,33,8,6,2,0,2,8,6,1,9,1,1,1,0,1,1,0,0.227,0.314,0.406,0.72,4,17,R,W.Buehler(60),SFG,W,8,5,1.0,0.0,1.0,LAD,SFG,2021-05-28,20210528,,"LAD, SFG",SFG@LAD,20210528|SFG@LAD|1,SFG at LAD on 2021-05-28
3937,52,May 29,True,LAD,"W,11-6",48,40,11,16,5,0,2,11,5,3,11,1,1,1,0,0,1,1,0.231,0.317,0.413,0.73,10,16,L,J.Urias(22),SFG,W,11,6,1.0,0.0,1.0,LAD,SFG,2021-05-29,20210529,,"LAD, SFG",SFG@LAD,20210529|SFG@LAD|1,SFG at LAD on 2021-05-29
3938,53,May 30,True,LAD,"W,5-4",40,34,5,8,0,0,2,5,5,0,11,1,0,0,0,0,0,1,0.231,0.318,0.413,0.731,8,16,L,C.Kershaw(41),SFG,W,5,4,1.0,0.0,1.0,LAD,SFG,2021-05-30,20210530,,"LAD, SFG",SFG@LAD,20210530|SFG@LAD|1,SFG at LAD on 2021-05-30
3939,54,May 31,False,LAA,"W,6-1",37,30,6,7,2,0,3,5,6,1,9,0,1,0,1,1,0,0,0.231,0.319,0.416,0.735,7,14,R,D.Bundy(46),SFG,W,6,1,1.0,1.0,0.0,SFG,LAA,2021-05-31,20210531,,"LAA, SFG",LAA@SFG,20210531|LAA@SFG|1,LAA at SFG on 2021-05-31
3940,55,Jun 1,False,LAA,"L,1-8",33,32,1,6,0,0,0,1,1,0,9,0,0,0,0,1,0,0,0.23,0.317,0.412,0.729,5,17,L,A.Heaney(65),SFG,L,1,8,0.0,1.0,0.0,SFG,LAA,2021-06-01,20210601,,"LAA, SFG",LAA@SFG,20210601|LAA@SFG|1,LAA at SFG on 2021-06-01
3941,56,Jun 3,False,CHC,"W,7-2",39,33,7,11,1,1,1,7,5,0,9,0,0,1,0,0,2,0,0.232,0.319,0.414,0.732,8,14,R,Z.Davies(33),SFG,W,7,2,1.0,1.0,0.0,SFG,CHC,2021-06-03,20210603,,"CHC, SFG",CHC@SFG,20210603|CHC@SFG|1,CHC at SFG on 2021-06-03
3942,57,Jun 4,False,CHC,"W,8-5",39,33,8,10,1,0,4,8,6,0,9,0,0,0,1,1,0,1,0.233,0.321,0.419,0.739,7,18,R,J.Arrieta(19),SFG,W,8,5,1.0,1.0,0.0,SFG,CHC,2021-06-04,20210604,,"CHC, SFG",CHC@SFG,20210604|CHC@SFG|1,CHC at SFG on 2021-06-04
3943,58,Jun 5,False,CHC,"W,4-3",36,30,4,9,2,0,1,4,5,0,9,0,1,0,0,2,0,0,0.234,0.322,0.419,0.741,8,15,R,K.Stewart(38),SFG,W,4,3,1.0,1.0,0.0,SFG,CHC,2021-06-05,20210605,,"CHC, SFG",CHC@SFG,20210605|CHC@SFG|1,CHC at SFG on 2021-06-05
3944,59,Jun 6,False,CHC,"L,3-4",37,34,3,9,3,0,1,3,3,0,7,0,0,0,0,1,0,0,0.235,0.322,0.42,0.742,7,16,R,K.Hendricks(49),SFG,L,3,4,0.0,1.0,0.0,SFG,CHC,2021-06-06,20210606,,"CHC, SFG",CHC@SFG,20210606|CHC@SFG|1,CHC at SFG on 2021-06-06
3945,60,Jun 8,True,TEX,"W,9-4",44,38,9,13,0,0,3,8,6,0,8,0,0,0,1,2,1,0,0.237,0.324,0.423,0.747,8,13,R,J.Lyles(54),SFG,W,9,4,1.0,0.0,1.0,TEX,SFG,2021-06-08,20210608,,"SFG, TEX",SFG@TEX,20210608|SFG@TEX|1,SFG at TEX on 2021-06-08
3946,61,Jun 9,True,TEX,"L,3-4",40,37,3,5,0,0,2,2,3,0,8,0,0,0,0,1,0,0,0.235,0.322,0.42,0.742,4,12,R,K.Gibson(59),SFG,L,3,4,0.0,0.0,1.0,TEX,SFG,2021-06-09,20210609,,"SFG, TEX",SFG@TEX,20210609|SFG@TEX|1,SFG at TEX on 2021-06-09
3947,62,Jun 11,True,WSN,"W,1-0",31,31,1,4,0,0,1,1,0,0,10,0,0,0,0,0,1,0,0.233,0.319,0.417,0.737,3,9,R,M.Scherzer(51),SFG,W,1,0,1.0,0.0,1.0,WSN,SFG,2021-06-11,20210611,,"SFG, WSN",SFG@WSN,20210611|SFG@WSN|1,SFG at WSN on 2021-06-11
3948,63,Jun 12 (1),True,WSN,"L,0-2",25,24,0,5,0,0,0,0,0,0,10,0,1,0,0,1,0,0,0.233,0.318,0.415,0.733,4,12,R,E.Fedde(66),SFG,L,0,2,0.0,0.0,1.0,WSN,SFG,2021-06-12,20210612,1,"SFG, WSN",SFG@WSN,20210612|SFG@WSN|1,"SFG at WSN on 2021-06-12, Game 1"
3949,64,Jun 12 (2),True,WSN,"W,2-1",34,27,2,3,1,0,0,2,6,0,4,1,0,0,0,1,0,0,0.231,0.318,0.412,0.729,8,19,R,J.Rodriguez(59),SFG,W,2,1,1.0,0.0,1.0,WSN,SFG,2021-06-12,20210612,2,"SFG, WSN",SFG@WSN,20210612|SFG@WSN|2,"SFG at WSN on 2021-06-12, Game 2"
3950,65,Jun 13,True,WSN,"L,0-5",32,32,0,5,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0.23,0.316,0.409,0.725,5,13,R,J.Ross(81),SFG,L,0,5,0.0,0.0,1.0,WSN,SFG,2021-06-13,20210613,,"SFG, WSN",SFG@WSN,20210613|SFG@WSN|1,SFG at WSN on 2021-06-13
3951,66,Jun 14,False,ARI,"W,5-2",41,36,5,14,6,0,1,5,4,1,6,0,0,1,0,0,2,0,0.233,0.318,0.413,0.731,12,14,R,M.Peacock(35),SFG,W,5,2,1.0,1.0,0.0,SFG,ARI,2021-06-14,20210614,,"ARI, SFG",ARI@SFG,20210614|ARI@SFG|1,ARI at SFG on 2021-06-14
3952,67,Jun 15,False,ARI,"W,9-8",39,35,9,11,1,1,2,9,4,0,5,0,0,0,1,1,0,0,0.234,0.319,0.416,0.734,6,19,L,A.Young(41),SFG,W,9,8,1.0,1.0,0.0,SFG,ARI,2021-06-15,20210615,,"ARI, SFG",ARI@SFG,20210615|ARI@SFG|1,ARI at SFG on 2021-06-15
3953,68,Jun 16,False,ARI,"W,13-7",46,36,13,13,1,1,5,13,9,1,9,0,1,0,0,0,1,0,0.236,0.322,0.423,0.745,9,14,R,M.Kelly(36),SFG,W,13,7,1.0,1.0,0.0,SFG,ARI,2021-06-16,20210616,,"ARI, SFG",ARI@SFG,20210616|ARI@SFG|1,ARI at SFG on 2021-06-16
3954,69,Jun 17,False,ARI,"W,10-3",42,36,10,15,5,2,1,10,2,0,5,2,1,1,0,1,0,0,0.239,0.324,0.428,0.752,8,11,R,Z.Gallen(36),SFG,W,10,3,1.0,1.0,0.0,SFG,ARI,2021-06-17,20210617,,"ARI, SFG",ARI@SFG,20210617|ARI@SFG|1,ARI at SFG on 2021-06-17
3955,70,Jun 18,False,PHI,"W,5-3",35,31,5,6,2,1,1,4,4,0,8,0,0,0,1,0,2,0,0.239,0.324,0.428,0.751,6,16,R,V.Velasquez(38),SFG,W,5,3,1.0,1.0,0.0,SFG,PHI,2021-06-18,20210618,,"PHI, SFG",PHI@SFG,20210618|PHI@SFG|1,PHI at SFG on 2021-06-18
3956,71,Jun 19,False,PHI,"L,6-13",37,32,6,8,1,0,2,6,4,0,8,0,1,0,0,2,1,0,0.239,0.324,0.428,0.752,4,20,R,A.Nola(19),SFG,L,6,13,0.0,1.0,0.0,SFG,PHI,2021-06-19,20210619,,"PHI, SFG",PHI@SFG,20210619|PHI@SFG|1,PHI at SFG on 2021-06-19
3957,72,Jun 20,False,PHI,"W,11-2",43,40,11,15,3,0,4,10,3,0,11,0,0,0,1,0,0,0,0.241,0.325,0.434,0.759,8,16,R,Z.Eflin(29),SFG,W,11,2,1.0,1.0,0.0,SFG,PHI,2021-06-20,20210620,,"PHI, SFG",PHI@SFG,20210620|PHI@SFG|1,PHI at SFG on 2021-06-20
3958,73,Jun 22,True,LAA,"W,5-0",39,38,5,12,2,0,2,5,1,0,14,0,0,0,0,1,0,0,0.242,0.325,0.435,0.761,7,12,L,A.Heaney(42),SFG,W,5,0,1.0,0.0,1.0,LAA,SFG,2021-06-22,20210622,,"LAA, SFG",SFG@LAA,20210622|SFG@LAA|1,SFG at LAA on 2021-06-22
3959,74,Jun 23,True,LAA,"W,9-3",55,49,9,11,2,0,2,8,6,1,19,0,0,0,0,0,1,0,0.242,0.325,0.434,0.759,7,11,R,S.Ohtani(63),SFG,W,9,3,1.0,0.0,1.0,LAA,SFG,2021-06-23,20210623,,"LAA, SFG",SFG@LAA,20210623|SFG@LAA|1,SFG at LAA on 2021-06-23
3960,75,Jun 25,False,OAK,"W,2-0",31,28,2,5,1,0,1,2,3,0,7,0,0,0,0,1,0,0,0.241,0.324,0.433,0.757,5,15,L,S.Manaea(66),SFG,W,2,0,1.0,1.0,0.0,SFG,OAK,2021-06-25,20210625,,"OAK, SFG",OAK@SFG,20210625|OAK@SFG|1,OAK at SFG on 2021-06-25
3961,76,Jun 26,False,OAK,"W,6-5",44,36,6,9,1,0,2,6,7,0,9,1,0,0,0,0,1,0,0.241,0.325,0.433,0.758,10,18,R,F.Montas(57),SFG,W,6,5,1.0,1.0,0.0,SFG,OAK,2021-06-26,20210626,,"OAK, SFG",OAK@SFG,20210626|OAK@SFG|1,OAK at SFG on 2021-06-26
3962,77,Jun 27,False,OAK,"L,2-6",35,31,2,6,2,0,0,1,2,0,9,2,0,0,0,2,0,0,0.241,0.325,0.431,0.756,6,16,L,C.Irvin(82),SFG,L,2,6,0.0,1.0,0.0,SFG,OAK,2021-06-27,20210627,,"OAK, SFG",OAK@SFG,20210627|OAK@SFG|1,OAK at SFG on 2021-06-27
3963,78,Jun 28,True,LAD,"L,2-3",40,37,2,11,2,0,2,2,2,0,11,1,0,0,0,0,0,0,0.241,0.325,0.432,0.757,11,15,R,T.Bauer(55),SFG,L,2,3,0.0,0.0,1.0,LAD,SFG,2021-06-28,20210628,,"LAD, SFG",SFG@LAD,20210628|SFG@LAD|1,SFG at LAD on 2021-06-28
3964,79,Jun 29,True,LAD,"L,1-3",33,30,1,3,2,0,0,1,2,0,10,1,0,0,1,1,0,0,0.24,0.324,0.429,0.753,5,15,R,W.Buehler(72),SFG,L,1,3,0.0,0.0,1.0,LAD,SFG,2021-06-29,20210629,,"LAD, SFG",SFG@LAD,20210629|SFG@LAD|1,SFG at LAD on 2021-06-29
3965,80,Jul 1,True,ARI,"L,3-5",36,34,3,8,0,0,2,3,2,0,10,0,0,0,0,1,0,0,0.24,0.323,0.429,0.752,6,14,R,M.Kelly(58),SFG,L,3,5,0.0,0.0,1.0,ARI,SFG,2021-07-01,20210701,,"ARI, SFG",SFG@ARI,20210701|SFG@ARI|1,SFG at ARI on 2021-07-01
3966,81,Jul 2,True,ARI,"W,11-4",45,38,11,14,4,0,3,11,6,0,6,0,0,1,1,2,1,0,0.242,0.325,0.433,0.758,7,16,R,Z.Gallen(34),SFG,W,11,4,1.0,0.0,1.0,ARI,SFG,2021-07-02,20210702,,"ARI, SFG",SFG@ARI,20210702|SFG@ARI|1,SFG at ARI on 2021-07-02
3967,82,Jul 3,True,ARI,"W,6-5",46,38,6,13,1,1,2,6,7,0,7,1,0,0,0,1,0,0,0.243,0.327,0.435,0.762,13,19,R,J.Faria(33),SFG,W,6,5,1.0,0.0,1.0,ARI,SFG,2021-07-03,20210703,,"ARI, SFG",SFG@ARI,20210703|SFG@ARI|1,SFG at ARI on 2021-07-03
3968,83,Jul 4,True,ARI,"W,5-2",34,33,5,6,2,0,2,5,1,0,9,0,0,0,0,0,0,0,0.242,0.325,0.435,0.76,2,13,L,C.Smith(46),SFG,W,5,2,1.0,0.0,1.0,ARI,SFG,2021-07-04,20210704,,"ARI, SFG",SFG@ARI,20210704|SFG@ARI|1,SFG at ARI on 2021-07-04
3969,84,Jul 5,False,STL,"L,3-5",35,32,3,6,0,0,1,3,3,0,6,0,0,0,0,1,0,0,0.242,0.325,0.433,0.758,5,16,L,K.Kim(71),SFG,L,3,5,0.0,1.0,0.0,SFG,STL,2021-07-05,20210705,,"SFG, STL",STL@SFG,20210705|STL@SFG|1,STL at SFG on 2021-07-05
3970,85,Jul 6,False,STL,"L,5-6",45,38,5,11,2,0,0,5,6,1,5,1,0,0,0,0,0,0,0.242,0.326,0.432,0.758,13,16,R,A.Wainwright(40),SFG,L,5,6,0.0,1.0,0.0,SFG,STL,2021-07-06,20210706,,"SFG, STL",STL@SFG,20210706|STL@SFG|1,STL at SFG on 2021-07-06
