,team_game_order,orig_game_date,played_at_opp,opp_team,team_game_result,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,team,team_w_or_l,team_runs,opp_runs,team_won,team_at_home,opp_at_home,home_team,away_team,game_date,game_date_compact,dh_game_num,teams_in_game,teams_and_game_loc,game_uid,game_desc
3819,96,Jul 21,True,COL,"L,3-6",32,31,3,5,0,0,3,3,1,0,6,0,0,0,0,1,0,0,0.219,0.294,0.381,0.675,2,13,L,A.Gomber(56),SEA,L,3,6,0.0,0.0,1.0,COL,SEA,2021-07-21,20210721,,"COL, SEA",SEA@COL,20210721|SEA@COL|1,SEA at COL on 2021-07-21
3820,97,Jul 22,False,OAK,"L,1-4",35,31,1,4,0,0,1,1,3,0,15,1,0,0,0,0,0,0,0.218,0.294,0.38,0.673,7,11,L,S.Manaea(77),SEA,L,1,4,0.0,1.0,0.0,SEA,OAK,2021-07-22,20210722,,"OAK, SEA",OAK@SEA,20210722|OAK@SEA|1,OAK at SEA on 2021-07-22
3821,98,Jul 23,False,OAK,"W,4-3",33,31,4,7,1,0,2,3,2,0,13,0,0,0,0,0,2,0,0.218,0.293,0.38,0.674,5,11,R,F.Montas(61),SEA,W,4,3,1.0,1.0,0.0,SEA,OAK,2021-07-23,20210723,,"OAK, SEA",OAK@SEA,20210723|OAK@SEA|1,OAK at SEA on 2021-07-23
3822,99,Jul 24,False,OAK,"W,5-4",37,32,5,7,1,0,2,4,5,0,8,0,0,0,0,1,0,0,0.218,0.294,0.381,0.675,6,11,R,C.Bassitt(44),SEA,W,5,4,1.0,1.0,0.0,SEA,OAK,2021-07-24,20210724,,"OAK, SEA",OAK@SEA,20210724|OAK@SEA|1,OAK at SEA on 2021-07-24
3823,100,Jul 25,False,OAK,"W,4-3",35,30,4,7,0,0,0,4,4,0,9,1,0,0,0,0,0,1,0.218,0.294,0.38,0.674,7,9,L,C.Irvin(38),SEA,W,4,3,1.0,1.0,0.0,SEA,OAK,2021-07-25,20210725,,"OAK, SEA",OAK@SEA,20210725|OAK@SEA|1,OAK at SEA on 2021-07-25
3824,101,Jul 26,False,HOU,"W,11-8",37,32,11,9,1,0,2,11,4,0,14,1,0,0,0,1,0,0,0.219,0.295,0.381,0.676,2,12,R,L.Garcia(38),SEA,W,11,8,1.0,1.0,0.0,SEA,HOU,2021-07-26,20210726,,"HOU, SEA",HOU@SEA,20210726|HOU@SEA|1,HOU at SEA on 2021-07-26
3825,102,Jul 27,False,HOU,"L,6-8",40,36,6,9,1,0,2,6,4,0,10,0,0,0,0,0,0,0,0.219,0.295,0.381,0.677,7,10,R,L.McCullers(49),SEA,L,6,8,0.0,1.0,0.0,SEA,HOU,2021-07-27,20210727,,"HOU, SEA",HOU@SEA,20210727|HOU@SEA|1,HOU at SEA on 2021-07-27
3826,103,Jul 28,False,HOU,"L,4-11",42,35,4,8,0,0,2,4,6,0,6,1,0,0,0,0,1,0,0.219,0.296,0.382,0.678,11,10,R,J.Odorizzi(48),SEA,L,4,11,0.0,1.0,0.0,SEA,HOU,2021-07-28,20210728,,"HOU, SEA",HOU@SEA,20210728|HOU@SEA|1,HOU at SEA on 2021-07-28
3827,104,Jul 30,True,TEX,"W,9-5",44,37,9,10,3,0,1,8,6,0,8,1,0,0,0,0,1,0,0.22,0.297,0.382,0.679,8,9,L,K.Allard(21),SEA,W,9,5,1.0,0.0,1.0,TEX,SEA,2021-07-30,20210730,,"SEA, TEX",SEA@TEX,20210730|SEA@TEX|1,SEA at TEX on 2021-07-30
3828,105,Jul 31,True,TEX,"L,4-5",39,37,4,10,0,0,2,4,2,0,8,0,0,0,0,1,1,0,0.221,0.297,0.383,0.68,5,11,L,T.Hearn(49),SEA,L,4,5,0.0,0.0,1.0,TEX,SEA,2021-07-31,20210731,,"SEA, TEX",SEA@TEX,20210731|SEA@TEX|1,SEA at TEX on 2021-07-31
3829,106,Aug 1,True,TEX,"L,3-4",40,34,3,9,2,0,0,3,5,0,5,1,0,0,0,0,0,0,0.221,0.298,0.382,0.68,10,9,R,M.Foltynewicz(51),SEA,L,3,4,0.0,0.0,1.0,TEX,SEA,2021-08-01,20210801,,"SEA, TEX",SEA@TEX,20210801|SEA@TEX|1,SEA at TEX on 2021-08-01
3830,107,Aug 2,True,TBR,"W,8-2",45,38,8,12,1,0,1,7,6,0,9,1,0,0,0,1,1,0,0.222,0.3,0.383,0.682,10,9,R,M.Wacha(20),SEA,W,8,2,1.0,0.0,1.0,TBR,SEA,2021-08-02,20210802,,"SEA, TBR",SEA@TBR,20210802|SEA@TBR|1,SEA at TBR on 2021-08-02
3831,108,Aug 3,True,TBR,"W,4-2",37,33,4,6,1,0,2,4,3,0,7,0,0,1,1,0,0,1,0.222,0.299,0.383,0.682,6,10,R,L.Patino(46),SEA,W,4,2,1.0,0.0,1.0,TBR,SEA,2021-08-03,20210803,,"SEA, TBR",SEA@TBR,20210803|SEA@TBR|1,SEA at TBR on 2021-08-03
3832,109,Aug 4,True,TBR,"L,3-4",35,33,3,7,1,1,0,2,1,0,12,0,0,1,0,0,1,0,0.222,0.298,0.382,0.68,5,11,L,J.Fleming(55),SEA,L,3,4,0.0,0.0,1.0,TBR,SEA,2021-08-04,20210804,,"SEA, TBR",SEA@TBR,20210804|SEA@TBR|1,SEA at TBR on 2021-08-04
3833,110,Aug 5,True,NYY,"L,3-5",38,32,3,10,1,0,2,3,4,0,6,0,1,1,0,3,0,0,0.222,0.299,0.383,0.682,8,11,L,N.Cortes(48),SEA,L,3,5,0.0,0.0,1.0,NYY,SEA,2021-08-05,20210805,,"NYY, SEA",SEA@NYY,20210805|SEA@NYY|1,SEA at NYY on 2021-08-05
3834,111,Aug 6,True,NYY,"L,2-3",42,41,2,9,1,0,0,2,1,0,9,0,0,0,0,0,0,1,0.222,0.298,0.382,0.68,7,12,L,W.Peralta(53),SEA,L,2,3,0.0,0.0,1.0,NYY,SEA,2021-08-06,20210806,,"NYY, SEA",SEA@NYY,20210806|SEA@NYY|1,SEA at NYY on 2021-08-06
3835,112,Aug 7,True,NYY,"L,4-5",36,31,4,5,3,0,1,4,3,0,13,1,0,1,0,0,1,0,0.222,0.298,0.381,0.679,5,11,L,A.Heaney(54),SEA,L,4,5,0.0,0.0,1.0,NYY,SEA,2021-08-07,20210807,,"NYY, SEA",SEA@NYY,20210807|SEA@NYY|1,SEA at NYY on 2021-08-07
3836,113,Aug 8,True,NYY,"W,2-0",38,33,2,6,1,0,0,2,5,0,15,0,0,0,1,1,1,0,0.221,0.298,0.38,0.678,9,10,R,L.Gil(69),SEA,W,2,0,1.0,0.0,1.0,NYY,SEA,2021-08-08,20210808,,"NYY, SEA",SEA@NYY,20210808|SEA@NYY|1,SEA at NYY on 2021-08-08
3837,114,Aug 10,False,TEX,"L,4-5",43,38,4,10,1,0,2,4,4,0,6,1,0,0,0,2,0,0,0.222,0.299,0.381,0.679,9,12,L,K.Allard(56),SEA,L,4,5,0.0,1.0,0.0,SEA,TEX,2021-08-10,20210810,,"SEA, TEX",TEX@SEA,20210810|TEX@SEA|1,TEX at SEA on 2021-08-10
3838,115,Aug 11,False,TEX,"W,2-1",36,30,2,7,2,0,0,2,5,0,8,1,0,0,0,2,0,0,0.222,0.299,0.38,0.679,9,10,R,S.Howard(58),SEA,W,2,1,1.0,1.0,0.0,SEA,TEX,2021-08-11,20210811,,"SEA, TEX",TEX@SEA,20210811|TEX@SEA|1,TEX at SEA on 2021-08-11
3839,116,Aug 12,False,TEX,"W,3-1",32,31,3,8,1,0,2,3,0,0,7,0,0,1,0,0,0,0,0.222,0.299,0.381,0.679,5,9,R,M.Foltynewicz(59),SEA,W,3,1,1.0,1.0,0.0,SEA,TEX,2021-08-12,20210812,,"SEA, TEX",TEX@SEA,20210812|TEX@SEA|1,TEX at SEA on 2021-08-12
3840,117,Aug 13,False,TOR,"W,3-2",34,30,3,6,1,0,1,3,4,0,10,0,0,0,0,2,0,0,0.222,0.299,0.38,0.679,5,10,L,R.Ray(66),SEA,W,3,2,1.0,1.0,0.0,SEA,TOR,2021-08-13,20210813,,"SEA, TOR",TOR@SEA,20210813|TOR@SEA|1,TOR at SEA on 2021-08-13
3841,118,Aug 14,False,TOR,"W,9-3",36,31,9,8,2,1,3,9,5,0,5,0,0,0,0,1,1,0,0.222,0.299,0.383,0.682,3,9,L,H.Ryu(52),SEA,W,9,3,1.0,1.0,0.0,SEA,TOR,2021-08-14,20210814,,"SEA, TOR",TOR@SEA,20210814|TOR@SEA|1,TOR at SEA on 2021-08-14
3842,119,Aug 15,False,TOR,"L,3-8",38,34,3,7,1,0,1,2,4,0,8,0,0,0,0,0,1,0,0.222,0.299,0.382,0.681,8,10,L,S.Matz(60),SEA,L,3,8,0.0,1.0,0.0,SEA,TOR,2021-08-15,20210815,,"SEA, TOR",TOR@SEA,20210815|TOR@SEA|1,TOR at SEA on 2021-08-15
3843,120,Aug 17,True,TEX,"W,3-1",35,30,3,6,1,0,1,3,2,0,6,1,0,2,0,0,0,1,0.222,0.299,0.382,0.681,5,11,L,T.Hearn(51),SEA,W,3,1,1.0,0.0,1.0,TEX,SEA,2021-08-17,20210817,,"SEA, TEX",SEA@TEX,20210817|SEA@TEX|1,SEA at TEX on 2021-08-17
3844,121,Aug 18,True,TEX,"W,3-1",33,28,3,5,2,0,1,3,2,0,6,2,0,1,0,0,0,2,0.222,0.299,0.382,0.68,3,9,R,M.Foltynewicz(61),SEA,W,3,1,1.0,0.0,1.0,TEX,SEA,2021-08-18,20210818,,"SEA, TEX",SEA@TEX,20210818|SEA@TEX|1,SEA at TEX on 2021-08-18
3845,122,Aug 19,True,TEX,"W,9-8",51,45,9,12,1,0,2,9,6,0,11,0,0,0,0,0,1,0,0.222,0.299,0.382,0.681,9,9,R,S.Howard(28),SEA,W,9,8,1.0,0.0,1.0,TEX,SEA,2021-08-19,20210819,,"SEA, TEX",SEA@TEX,20210819|SEA@TEX|1,SEA at TEX on 2021-08-19
3846,123,Aug 20,True,HOU,"L,3-12",36,33,3,6,1,0,2,3,1,0,15,2,0,0,0,0,0,0,0.222,0.299,0.382,0.681,6,11,R,L.McCullers(61),SEA,L,3,12,0.0,0.0,1.0,HOU,SEA,2021-08-20,20210820,,"HOU, SEA",SEA@HOU,20210820|SEA@HOU|1,SEA at HOU on 2021-08-20
3847,124,Aug 21,True,HOU,"L,1-15",37,31,1,5,0,0,1,1,6,0,10,0,0,0,0,0,0,0,0.221,0.299,0.381,0.68,9,11,R,J.Odorizzi(61),SEA,L,1,15,0.0,0.0,1.0,HOU,SEA,2021-08-21,20210821,,"HOU, SEA",SEA@HOU,20210821|SEA@HOU|1,SEA at HOU on 2021-08-21
3848,125,Aug 22,True,HOU,"W,6-3",43,41,6,9,3,0,2,6,2,0,12,0,0,0,0,0,0,0,0.221,0.298,0.382,0.68,4,12,L,F.Valdez(76),SEA,W,6,3,1.0,0.0,1.0,HOU,SEA,2021-08-22,20210822,,"HOU, SEA",SEA@HOU,20210822|SEA@HOU|1,SEA at HOU on 2021-08-22
3849,126,Aug 23,True,OAK,"W,5-3",37,37,5,10,1,0,2,5,0,0,11,0,0,0,0,0,1,0,0.222,0.298,0.383,0.681,5,9,R,P.Blackburn(56),SEA,W,5,3,1.0,0.0,1.0,OAK,SEA,2021-08-23,20210823,,"OAK, SEA",SEA@OAK,20210823|SEA@OAK|1,SEA at OAK on 2021-08-23
3850,127,Aug 24,True,OAK,"W,5-1",40,37,5,11,3,0,0,5,3,0,9,0,0,0,0,1,0,0,0.223,0.299,0.383,0.681,8,9,L,C.Irvin(31),SEA,W,5,1,1.0,0.0,1.0,OAK,SEA,2021-08-24,20210824,,"OAK, SEA",SEA@OAK,20210824|SEA@OAK|1,SEA at OAK on 2021-08-24
3851,128,Aug 26,False,KCR,"L,4-6",39,35,4,9,2,0,2,4,4,0,9,0,0,0,0,0,0,0,0.223,0.299,0.383,0.682,8,10,R,B.Keller(44),SEA,L,4,6,0.0,1.0,0.0,SEA,KCR,2021-08-26,20210826,,"KCR, SEA",KCR@SEA,20210826|KCR@SEA|1,KCR at SEA on 2021-08-26
3852,129,Aug 27,False,KCR,"L,7-8",53,46,7,11,2,0,0,7,6,1,15,0,0,1,0,0,0,0,0.223,0.299,0.382,0.681,10,11,L,K.Bubic(27),SEA,L,7,8,0.0,1.0,0.0,SEA,KCR,2021-08-27,20210827,,"KCR, SEA",KCR@SEA,20210827|KCR@SEA|1,KCR at SEA on 2021-08-27
3853,130,Aug 28,False,KCR,"L,2-4",42,38,2,11,2,0,0,2,4,0,7,0,0,0,0,0,0,0,0.224,0.3,0.382,0.682,13,11,L,D.Lynch(47),SEA,L,2,4,0.0,1.0,0.0,SEA,KCR,2021-08-28,20210828,,"KCR, SEA",KCR@SEA,20210828|KCR@SEA|1,KCR at SEA on 2021-08-28
3854,131,Aug 29,False,KCR,"W,4-3",34,30,4,5,0,0,2,4,3,0,8,1,0,0,1,0,0,0,0.223,0.299,0.382,0.681,6,9,R,B.Singer(62),SEA,W,4,3,1.0,1.0,0.0,SEA,KCR,2021-08-29,20210829,,"KCR, SEA",KCR@SEA,20210829|KCR@SEA|1,KCR at SEA on 2021-08-29
3855,132,Aug 30,False,HOU,"L,3-4",37,33,3,6,1,0,2,3,4,0,13,0,0,0,2,2,0,0,0.223,0.299,0.382,0.681,7,12,R,L.Garcia(53),SEA,L,3,4,0.0,1.0,0.0,SEA,HOU,2021-08-30,20210830,,"HOU, SEA",HOU@SEA,20210830|HOU@SEA|1,HOU at SEA on 2021-08-30
3856,133,Aug 31,False,HOU,"W,4-0",34,29,4,6,0,0,1,4,4,0,6,1,0,0,0,0,0,1,0.223,0.299,0.382,0.681,6,11,R,L.McCullers(59),SEA,W,4,0,1.0,1.0,0.0,SEA,HOU,2021-08-31,20210831,,"HOU, SEA",HOU@SEA,20210831|HOU@SEA|1,HOU at SEA on 2021-08-31
3857,134,Sep 1,False,HOU,"W,1-0",32,26,1,3,0,0,0,1,4,0,10,1,0,1,0,0,1,0,0.222,0.299,0.38,0.679,7,10,R,J.Odorizzi(64),SEA,W,1,0,1.0,1.0,0.0,SEA,HOU,2021-09-01,20210901,,"HOU, SEA",HOU@SEA,20210901|HOU@SEA|1,HOU at SEA on 2021-09-01
3858,135,Sep 3,True,ARI,"W,6-5",45,37,6,7,0,0,2,6,7,0,12,1,0,0,0,0,1,0,0.222,0.299,0.38,0.679,9,19,L,M.Bumgarner(42),SEA,W,6,5,1.0,0.0,1.0,ARI,SEA,2021-09-03,20210903,,"ARI, SEA",SEA@ARI,20210903|SEA@ARI|1,SEA at ARI on 2021-09-03
3859,136,Sep 4,True,ARI,"W,8-5",42,40,8,14,2,0,2,8,2,0,7,0,0,0,0,1,0,0,0.223,0.3,0.381,0.681,7,15,R,H.Castellanos(30),SEA,W,8,5,1.0,0.0,1.0,ARI,SEA,2021-09-04,20210904,,"ARI, SEA",SEA@ARI,20210904|SEA@ARI|1,SEA at ARI on 2021-09-04
3860,137,Sep 5,True,ARI,"W,10-4",49,42,10,11,4,0,0,9,5,0,6,1,0,1,1,1,1,2,0.223,0.3,0.381,0.681,6,17,L,T.Gilbert(58),SEA,W,10,4,1.0,0.0,1.0,ARI,SEA,2021-09-05,20210905,,"ARI, SEA",SEA@ARI,20210905|SEA@ARI|1,SEA at ARI on 2021-09-05
3861,138,Sep 6,True,HOU,"L,2-11",36,28,2,5,1,0,0,2,8,0,10,0,0,0,0,3,0,0,0.223,0.301,0.38,0.681,7,11,R,L.McCullers(59),SEA,L,2,11,0.0,0.0,1.0,HOU,SEA,2021-09-06,20210906,,"HOU, SEA",SEA@HOU,20210906|SEA@HOU|1,SEA at HOU on 2021-09-06
3862,139,Sep 7,True,HOU,"L,4-5",38,37,4,8,3,0,1,4,1,0,6,0,0,0,0,1,0,0,0.223,0.3,0.38,0.68,4,10,R,J.Odorizzi(52),SEA,L,4,5,0.0,0.0,1.0,HOU,SEA,2021-09-07,20210907,,"HOU, SEA",SEA@HOU,20210907|SEA@HOU|1,SEA at HOU on 2021-09-07
3863,140,Sep 8,True,HOU,"W,8-5",47,40,8,13,4,0,1,8,7,0,12,0,0,0,0,0,0,0,0.224,0.302,0.381,0.683,12,13,R,J.Urquidy(43),SEA,W,8,5,1.0,0.0,1.0,HOU,SEA,2021-09-08,20210908,,"HOU, SEA",SEA@HOU,20210908|SEA@HOU|1,SEA at HOU on 2021-09-08
3864,141,Sep 10,False,ARI,"W,5-4",32,30,5,8,1,0,3,5,2,0,7,0,0,0,0,2,2,0,0.224,0.302,0.382,0.684,3,9,L,M.Bumgarner(41),SEA,W,5,4,1.0,1.0,0.0,SEA,ARI,2021-09-10,20210910,,"ARI, SEA",ARI@SEA,20210910|ARI@SEA|1,ARI at SEA on 2021-09-10
3865,142,Sep 11,False,ARI,"L,3-7",36,33,3,6,2,0,2,3,2,0,8,1,0,0,0,0,0,0,0.224,0.301,0.383,0.684,6,12,R,H.Castellanos(51),SEA,L,3,7,0.0,1.0,0.0,SEA,ARI,2021-09-11,20210911,,"ARI, SEA",ARI@SEA,20210911|ARI@SEA|1,ARI at SEA on 2021-09-11
3866,143,Sep 12,False,ARI,"L,4-5",37,33,4,4,0,0,3,4,4,0,4,0,0,0,1,0,0,0,0.223,0.301,0.383,0.683,6,12,L,T.Gilbert(57),SEA,L,4,5,0.0,1.0,0.0,SEA,ARI,2021-09-12,20210912,,"ARI, SEA",ARI@SEA,20210912|ARI@SEA|1,ARI at SEA on 2021-09-12
3867,144,Sep 13,False,BOS,"W,5-4",36,34,5,10,1,0,1,4,2,0,8,0,0,0,1,1,0,0,0.224,0.301,0.383,0.684,7,10,L,E.Rodriguez(59),SEA,W,5,4,1.0,1.0,0.0,SEA,BOS,2021-09-13,20210913,,"BOS, SEA",BOS@SEA,20210913|BOS@SEA|1,BOS at SEA on 2021-09-13
3868,145,Sep 14,False,BOS,"L,4-8",39,34,4,8,1,0,0,4,3,1,13,0,0,2,2,1,0,0,0.224,0.301,0.382,0.683,8,10,R,N.Eovaldi(59),SEA,L,4,8,0.0,1.0,0.0,SEA,BOS,2021-09-14,20210914,,"BOS, SEA",BOS@SEA,20210914|BOS@SEA|1,BOS at SEA on 2021-09-14
3869,146,Sep 15,False,BOS,"L,4-9",38,35,4,6,1,0,0,3,2,1,12,1,0,0,1,2,2,0,0.223,0.3,0.381,0.681,4,11,R,T.Houck(49),SEA,L,4,9,0.0,1.0,0.0,SEA,BOS,2021-09-15,20210915,,"BOS, SEA",BOS@SEA,20210915|BOS@SEA|1,BOS at SEA on 2021-09-15
3870,147,Sep 17,True,KCR,"W,6-2",38,33,6,10,1,0,2,6,4,0,7,1,0,0,0,2,0,1,0.224,0.301,0.382,0.683,5,9,R,J.Heasley(36),SEA,W,6,2,1.0,0.0,1.0,KCR,SEA,2021-09-17,20210917,,"KCR, SEA",SEA@KCR,20210917|SEA@KCR|1,SEA at KCR on 2021-09-17
3871,148,Sep 18,True,KCR,"L,1-8",31,27,1,3,1,0,0,1,4,0,2,0,0,0,0,2,0,1,0.223,0.301,0.38,0.681,3,12,L,K.Bubic(63),SEA,L,1,8,0.0,0.0,1.0,KCR,SEA,2021-09-18,20210918,,"KCR, SEA",SEA@KCR,20210918|SEA@KCR|1,SEA at KCR on 2021-09-18
3872,149,Sep 19,True,KCR,"W,7-1",43,36,7,11,3,0,3,7,7,0,5,0,0,0,0,1,1,0,0.224,0.301,0.382,0.684,9,9,R,J.Kowar(28),SEA,W,7,1,1.0,0.0,1.0,KCR,SEA,2021-09-19,20210919,,"KCR, SEA",SEA@KCR,20210919|SEA@KCR|1,SEA at KCR on 2021-09-19
3873,150,Sep 20,True,OAK,"W,4-2",36,35,4,10,4,0,0,4,1,0,5,0,0,0,0,1,0,0,0.224,0.301,0.382,0.684,5,9,L,S.Manaea(37),SEA,W,4,2,1.0,0.0,1.0,OAK,SEA,2021-09-20,20210920,,"OAK, SEA",SEA@OAK,20210920|SEA@OAK|1,SEA at OAK on 2021-09-20
3874,151,Sep 21,True,OAK,"W,5-2",39,35,5,9,3,2,1,4,2,0,11,2,0,0,0,0,0,1,0.225,0.302,0.384,0.685,7,9,R,P.Blackburn(40),SEA,W,5,2,1.0,0.0,1.0,OAK,SEA,2021-09-21,20210921,,"OAK, SEA",SEA@OAK,20210921|SEA@OAK|1,SEA at OAK on 2021-09-21
3875,152,Sep 22,True,OAK,"W,4-1",41,35,4,9,1,0,2,4,4,0,8,1,0,1,0,0,1,0,0.225,0.302,0.384,0.686,10,10,L,C.Irvin(43),SEA,W,4,1,1.0,0.0,1.0,OAK,SEA,2021-09-22,20210922,,"OAK, SEA",SEA@OAK,20210922|SEA@OAK|1,SEA at OAK on 2021-09-22
3876,153,Sep 23,True,OAK,"W,6-5",37,34,6,7,2,0,3,6,2,0,12,1,0,0,0,0,0,0,0.225,0.302,0.385,0.687,4,11,R,C.Bassitt(60),SEA,W,6,5,1.0,0.0,1.0,OAK,SEA,2021-09-23,20210923,,"OAK, SEA",SEA@OAK,20210923|SEA@OAK|1,SEA at OAK on 2021-09-23
3877,154,Sep 24,True,LAA,"W,6-5",37,33,6,7,3,0,1,6,2,0,4,1,0,1,0,0,0,0,0.225,0.302,0.385,0.687,4,10,L,J.Suarez(41),SEA,W,6,5,1.0,0.0,1.0,LAA,SEA,2021-09-24,20210924,,"LAA, SEA",SEA@LAA,20210924|SEA@LAA|1,SEA at LAA on 2021-09-24
3878,155,Sep 25,True,LAA,"L,1-14",32,31,1,6,1,0,0,1,1,0,4,0,0,0,1,3,0,0,0.224,0.301,0.384,0.685,4,12,R,J.Barria(50),SEA,L,1,14,0.0,0.0,1.0,LAA,SEA,2021-09-25,20210925,,"LAA, SEA",SEA@LAA,20210925|SEA@LAA|1,SEA at LAA on 2021-09-25
3879,156,Sep 26,True,LAA,"W,5-1",40,37,5,9,2,0,1,5,2,0,12,1,0,0,0,0,1,0,0.225,0.301,0.384,0.685,8,9,R,S.Ohtani(73),SEA,W,5,1,1.0,0.0,1.0,LAA,SEA,2021-09-26,20210926,,"LAA, SEA",SEA@LAA,20210926|SEA@LAA|1,SEA at LAA on 2021-09-26
3880,157,Sep 27,False,OAK,"W,13-4",42,37,13,14,1,0,2,13,4,0,7,1,0,0,0,1,0,0,0.226,0.302,0.385,0.688,5,10,L,C.Irvin(28),SEA,W,13,4,1.0,1.0,0.0,SEA,OAK,2021-09-27,20210927,,"OAK, SEA",OAK@SEA,20210927|OAK@SEA|1,OAK at SEA on 2021-09-27
3881,158,Sep 28,False,OAK,"W,4-2",38,32,4,9,3,0,1,4,5,0,5,0,0,0,0,0,0,0,0.226,0.303,0.386,0.689,10,9,R,C.Bassitt(48),SEA,W,4,2,1.0,1.0,0.0,SEA,OAK,2021-09-28,20210928,,"OAK, SEA",OAK@SEA,20210928|OAK@SEA|1,OAK at SEA on 2021-09-28
3882,159,Sep 29,False,OAK,"W,4-2",34,31,4,6,1,0,1,4,2,0,9,0,0,1,1,0,0,0,0.226,0.302,0.386,0.688,6,10,R,F.Montas(66),SEA,W,4,2,1.0,1.0,0.0,SEA,OAK,2021-09-29,20210929,,"OAK, SEA",OAK@SEA,20210929|OAK@SEA|1,OAK at SEA on 2021-09-29
3883,160,Oct 1,False,LAA,"L,1-2",34,30,1,5,2,1,0,1,3,0,9,1,0,0,0,2,0,0,0.225,0.302,0.385,0.687,6,10,L,J.Suarez(60),SEA,L,1,2,0.0,1.0,0.0,SEA,LAA,2021-10-01,20211001,,"LAA, SEA",LAA@SEA,20211001|LAA@SEA|1,LAA at SEA on 2021-10-01
3884,161,Oct 2,False,LAA,"W,6-4",41,32,6,8,3,0,1,6,6,1,6,2,1,0,1,0,0,0,0.226,0.303,0.385,0.688,11,12,L,J.Diaz(40),SEA,W,6,4,1.0,1.0,0.0,SEA,LAA,2021-10-02,20211002,,"LAA, SEA",LAA@SEA,20211002|LAA@SEA|1,LAA at SEA on 2021-10-02
3885,162,Oct 3,False,LAA,"L,3-7",39,36,3,9,2,0,0,3,3,0,11,0,0,0,0,0,1,0,0.226,0.303,0.385,0.688,9,11,L,R.Detmers(41),SEA,L,3,7,0.0,1.0,0.0,SEA,LAA,2021-10-03,20211003,,"LAA, SEA",LAA@SEA,20211003|LAA@SEA|1,LAA at SEA on 2021-10-03
3886,1,Apr 1,True,SEA,"L,7-8",43,39,7,10,3,0,4,6,4,1,7,0,0,0,1,1,0,0,0.256,0.326,0.641,0.967,6,10,L,M.Gonzales(35),SFG,L,7,8,0.0,0.0,1.0,SEA,SFG,2021-04-01,20210401,,"SEA, SFG",SFG@SEA,20210401|SFG@SEA|1,SFG at SEA on 2021-04-01
3887,2,Apr 2,True,SEA,"W,6-3",39,35,6,8,1,0,2,6,4,0,13,0,0,0,0,0,1,0,0.243,0.317,0.541,0.858,6,12,L,Y.Kikuchi(57),SFG,W,6,3,1.0,0.0,1.0,SEA,SFG,2021-04-02,20210402,,"SEA, SFG",SFG@SEA,20210402|SFG@SEA|1,SFG at SEA on 2021-04-02
3888,3,Apr 3,True,SEA,"L,0-4",35,32,0,6,1,0,0,0,2,0,12,1,0,0,0,1,0,0,0.226,0.299,0.443,0.743,8,11,R,C.Flexen(63),SFG,L,0,4,0.0,0.0,1.0,SEA,SFG,2021-04-03,20210403,,"SEA, SFG",SFG@SEA,20210403|SFG@SEA|1,SFG at SEA on 2021-04-03
3889,4,Apr 5,True,SDP,"W,3-2",37,35,3,9,0,0,3,3,2,0,8,0,0,0,0,1,1,0,0.234,0.299,0.461,0.76,7,18,L,A.Morej\xF3n(45),SFG,W,3,2,1.0,0.0,1.0,SDP,SFG,2021-04-05,20210405,,"SDP, SFG",SFG@SDP,20210405|SFG@SDP|1,SFG at SDP on 2021-04-05
3890,5,Apr 6,True,SDP,"L,1-3",30,29,1,3,0,0,1,1,1,0,11,0,0,0,0,1,1,0,0.212,0.272,0.418,0.689,2,14,R,Y.Darvish(68),SFG,L,1,3,0.0,0.0,1.0,SDP,SFG,2021-04-06,20210406,,"SDP, SFG",SFG@SDP,20210406|SFG@SDP|1,SFG at SDP on 2021-04-06
3891,6,Apr 7,True,SDP,"W,3-2",40,34,3,5,1,0,1,3,5,1,14,0,0,1,2,2,2,0,0.201,0.268,0.392,0.66,7,16,L,B.Snell(59),SFG,W,3,2,1.0,0.0,1.0,SDP,SFG,2021-04-07,20210407,,"SDP, SFG",SFG@SDP,20210407|SFG@SDP|1,SFG at SDP on 2021-04-07
3892,7,Apr 9,False,COL,"W,3-1",35,28,3,5,1,0,0,3,7,0,7,0,0,0,0,1,0,0,0.198,0.278,0.371,0.649,8,12,L,A.Gomber(64),SFG,W,3,1,1.0,1.0,0.0,SFG,COL,2021-04-09,20210409,,"COL, SFG",COL@SFG,20210409|COL@SFG|1,COL at SFG on 2021-04-09
3893,8,Apr 10,False,COL,"W,4-3",34,27,4,5,1,0,1,4,7,0,4,0,0,0,0,1,0,0,0.197,0.287,0.367,0.653,6,16,R,C.Gonzalez(53),SFG,W,4,3,1.0,1.0,0.0,SFG,COL,2021-04-10,20210410,,"COL, SFG",COL@SFG,20210410|COL@SFG|1,COL at SFG on 2021-04-10
3894,9,Apr 11,False,COL,"W,4-0",37,30,4,8,3,0,2,4,4,0,7,1,2,0,0,0,1,0,0.204,0.296,0.388,0.683,9,16,R,G.Marquez(49),SFG,W,4,0,1.0,1.0,0.0,SFG,COL,2021-04-11,20210411,,"COL, SFG",COL@SFG,20210411|COL@SFG|1,COL at SFG on 2021-04-11
